method,precision@5,precision@5,recall@5,recall@5,ndcg@5,ndcg@5,map@5,map@5,precision@10,precision@10,recall@10,recall@10,ndcg@10,ndcg@10,map@10,map@10
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
cooccurrence,0.025,0.07485329034435884,0.011420664583356398,0.0388709701461707,0.027586441021640998,0.08468846588320456,0.013983333333333334,0.04628426417255024,0.0175,0.0453212985306303,0.01680731810125298,0.04980024700479652,0.023586630398227792,0.06481999660678596,0.009137389770723104,0.028888152739531256
hybrid,0.024000000000000004,0.07383262342221789,0.011212331250023067,0.03881967343553927,0.027152446444567886,0.08482391837174229,0.01395,0.04650855903649986,0.0175,0.0453212985306303,0.01680731810125298,0.04980024700479652,0.023732853607568535,0.06515639320046998,0.009239770723104055,0.02909061385097412
popularity,0.02,0.06015056485405025,0.010074673156482618,0.03504735476151806,0.024373992621479264,0.07698777481717439,0.012458333333333333,0.04177955812150947,0.016,0.04304957992429534,0.016046258760421164,0.047199035521172855,0.022622517563683858,0.06378955378005711,0.00900324074074074,0.02893635952971947
