user_id,method,gt_size,history_size,seed_size,precision@5,recall@5,ndcg@5,map@5,precision@10,recall@10,ndcg@10,map@10
84736,popularity,10,34,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84736,cooccurrence,10,34,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84736,hybrid,10,34,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86276,popularity,10,76,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86276,cooccurrence,10,76,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86276,hybrid,10,76,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162,popularity,16,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162,cooccurrence,16,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89162,hybrid,16,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89528,popularity,12,74,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89528,cooccurrence,12,74,9,0.0,0.0,0.0,0.0,0.1,0.08333333333333333,0.06943122193677727,0.0125
89528,hybrid,12,74,9,0.0,0.0,0.0,0.0,0.1,0.08333333333333333,0.06943122193677727,0.0125
89658,popularity,7,62,3,0.2,0.14285714285714285,0.3391602052736161,0.2,0.1,0.14285714285714285,0.27487633291429087,0.14285714285714285
89658,cooccurrence,7,62,3,0.2,0.14285714285714285,0.16958010263680806,0.06666666666666667,0.1,0.14285714285714285,0.13743816645714543,0.047619047619047616
89658,hybrid,7,62,3,0.2,0.14285714285714285,0.21398626473452756,0.1,0.1,0.14285714285714285,0.17342765698823945,0.07142857142857142
89985,popularity,17,46,20,0.0,0.0,0.0,0.0,0.1,0.058823529411764705,0.07839826897867533,0.016666666666666666
89985,cooccurrence,17,46,20,0.2,0.058823529411764705,0.14606834984270645,0.05,0.1,0.058823529411764705,0.09478836436955078,0.025
89985,hybrid,17,46,20,0.2,0.058823529411764705,0.14606834984270645,0.05,0.1,0.058823529411764705,0.09478836436955078,0.025
90032,popularity,9,48,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90032,cooccurrence,9,48,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90032,hybrid,9,48,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90336,popularity,15,44,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90336,cooccurrence,15,44,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90336,hybrid,15,44,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90593,popularity,14,170,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90593,cooccurrence,14,170,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90593,hybrid,14,170,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91304,popularity,14,33,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91304,cooccurrence,14,33,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91304,hybrid,14,33,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91794,popularity,2,90,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91794,cooccurrence,2,90,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91794,hybrid,2,90,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91992,popularity,3,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91992,cooccurrence,3,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91992,hybrid,3,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92728,popularity,5,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92728,cooccurrence,5,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92728,hybrid,5,16,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92751,popularity,5,22,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92751,cooccurrence,5,22,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92751,hybrid,5,22,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94569,popularity,5,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94569,cooccurrence,5,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94569,hybrid,5,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95241,popularity,53,189,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95241,cooccurrence,53,189,20,0.0,0.0,0.0,0.0,0.1,0.018867924528301886,0.06943122193677727,0.0125
95241,hybrid,53,189,20,0.0,0.0,0.0,0.0,0.1,0.018867924528301886,0.06943122193677727,0.0125
95389,popularity,5,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95389,cooccurrence,5,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95389,hybrid,5,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96121,popularity,12,68,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96121,cooccurrence,12,68,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96121,hybrid,12,68,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96733,popularity,22,111,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96733,cooccurrence,22,111,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96733,hybrid,22,111,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97087,popularity,7,137,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97087,cooccurrence,7,137,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97087,hybrid,7,137,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97163,popularity,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97163,cooccurrence,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97163,hybrid,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98021,popularity,25,39,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98021,cooccurrence,25,39,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98021,hybrid,25,39,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102233,popularity,2,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102233,cooccurrence,2,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102233,hybrid,2,28,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102576,popularity,21,95,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102576,cooccurrence,21,95,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102576,hybrid,21,95,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102579,popularity,6,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102579,cooccurrence,6,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102579,hybrid,6,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103083,popularity,9,32,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103083,cooccurrence,9,32,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103083,hybrid,9,32,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103356,popularity,18,38,20,0.2,0.05555555555555555,0.14606834984270645,0.05,0.2,0.1111111111111111,0.1681522864689108,0.05357142857142857
103356,cooccurrence,18,38,20,0.4,0.1111111111111111,0.27727342735504823,0.13,0.2,0.1111111111111111,0.17993148201117176,0.065
103356,hybrid,18,38,20,0.4,0.1111111111111111,0.27727342735504823,0.13,0.2,0.1111111111111111,0.17993148201117176,0.065
104151,popularity,16,84,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104151,cooccurrence,16,84,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104151,hybrid,16,84,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104246,popularity,1,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104246,cooccurrence,1,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104246,hybrid,1,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105751,popularity,4,63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105751,cooccurrence,4,63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105751,hybrid,4,63,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108485,popularity,34,28,1,0.2,0.029411764705882353,0.3391602052736161,0.2,0.2,0.058823529411764705,0.28952298823485745,0.125
108485,cooccurrence,34,28,1,0.2,0.029411764705882353,0.3391602052736161,0.2,0.1,0.029411764705882353,0.22009176629808017,0.1
108485,hybrid,34,28,1,0.2,0.029411764705882353,0.3391602052736161,0.2,0.1,0.029411764705882353,0.22009176629808017,0.1
112479,popularity,38,315,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112479,cooccurrence,38,315,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112479,hybrid,38,315,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112730,popularity,11,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112730,cooccurrence,11,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112730,hybrid,11,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114185,popularity,10,72,12,0.2,0.1,0.16958010263680806,0.06666666666666667,0.1,0.1,0.11004588314904008,0.03333333333333333
114185,cooccurrence,10,72,12,0.2,0.1,0.16958010263680806,0.06666666666666667,0.1,0.1,0.11004588314904008,0.03333333333333333
114185,hybrid,10,72,12,0.2,0.1,0.16958010263680806,0.06666666666666667,0.1,0.1,0.11004588314904008,0.03333333333333333
114303,popularity,23,108,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114303,cooccurrence,23,108,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114303,hybrid,23,108,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114582,popularity,12,30,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114582,cooccurrence,12,30,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114582,hybrid,12,30,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114920,popularity,1,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114920,cooccurrence,1,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114920,hybrid,1,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115390,popularity,7,83,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115390,cooccurrence,7,83,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115390,hybrid,7,83,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116454,popularity,10,93,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116454,cooccurrence,10,93,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116454,hybrid,10,93,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116658,popularity,11,73,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116658,cooccurrence,11,73,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116658,hybrid,11,73,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116690,popularity,16,59,19,0.2,0.0625,0.14606834984270645,0.05,0.1,0.0625,0.09478836436955078,0.025
116690,cooccurrence,16,59,19,0.2,0.0625,0.14606834984270645,0.05,0.1,0.0625,0.09478836436955078,0.025
116690,hybrid,16,59,19,0.2,0.0625,0.14606834984270645,0.05,0.1,0.0625,0.09478836436955078,0.025
117336,popularity,16,83,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117336,cooccurrence,16,83,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117336,hybrid,16,83,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118565,popularity,4,61,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118565,cooccurrence,4,61,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118565,hybrid,4,61,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124345,popularity,6,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124345,cooccurrence,6,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124345,hybrid,6,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125284,popularity,17,29,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125284,cooccurrence,17,29,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125284,hybrid,17,29,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129855,popularity,11,52,5,0.2,0.09090909090909091,0.3391602052736161,0.2,0.2,0.18181818181818182,0.2863459897524692,0.12222222222222223
129855,cooccurrence,11,52,5,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.07336392209936005,0.014285714285714285
129855,hybrid,11,52,5,0.0,0.0,0.0,0.0,0.1,0.09090909090909091,0.07336392209936005,0.014285714285714285
130066,popularity,16,125,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130066,cooccurrence,16,125,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130066,hybrid,16,125,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130198,popularity,2,78,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130198,cooccurrence,2,78,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130198,hybrid,2,78,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130950,popularity,6,47,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130950,cooccurrence,6,47,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130950,hybrid,6,47,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131341,popularity,14,99,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131341,cooccurrence,14,99,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131341,hybrid,14,99,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132731,popularity,8,15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132731,cooccurrence,8,15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132731,hybrid,8,15,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134943,popularity,14,36,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134943,cooccurrence,14,36,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134943,hybrid,14,36,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135038,popularity,15,166,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135038,cooccurrence,15,166,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135038,hybrid,15,166,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136620,popularity,8,40,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136620,cooccurrence,8,40,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136620,hybrid,8,40,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137130,popularity,7,34,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137130,cooccurrence,7,34,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137130,hybrid,7,34,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137187,popularity,32,113,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137187,cooccurrence,32,113,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137187,hybrid,32,113,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137905,popularity,7,196,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137905,cooccurrence,7,196,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137905,hybrid,7,196,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138149,popularity,3,40,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138149,cooccurrence,3,40,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138149,hybrid,3,40,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139816,popularity,7,64,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139816,cooccurrence,7,64,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139816,hybrid,7,64,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140822,popularity,8,5,1,0.2,0.125,0.3391602052736161,0.2,0.1,0.125,0.2529427027676571,0.125
140822,cooccurrence,8,5,1,0.2,0.125,0.3391602052736161,0.2,0.1,0.125,0.2529427027676571,0.125
140822,hybrid,8,5,1,0.2,0.125,0.3391602052736161,0.2,0.1,0.125,0.2529427027676571,0.125
140904,popularity,8,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140904,cooccurrence,8,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140904,hybrid,8,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141171,popularity,11,42,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141171,cooccurrence,11,42,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141171,hybrid,11,42,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141616,popularity,8,34,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141616,cooccurrence,8,34,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141616,hybrid,8,34,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143745,popularity,7,55,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143745,cooccurrence,7,55,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143745,hybrid,7,55,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143770,popularity,33,75,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143770,cooccurrence,33,75,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143770,hybrid,33,75,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143828,popularity,3,43,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143828,cooccurrence,3,43,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143828,hybrid,3,43,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144444,popularity,9,51,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144444,cooccurrence,9,51,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144444,hybrid,9,51,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144447,popularity,8,22,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144447,cooccurrence,8,22,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144447,hybrid,8,22,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145515,popularity,9,70,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145515,cooccurrence,9,70,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145515,hybrid,9,70,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147881,popularity,6,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147881,cooccurrence,6,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147881,hybrid,6,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147973,popularity,7,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147973,cooccurrence,7,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147973,hybrid,7,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149063,popularity,17,58,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149063,cooccurrence,17,58,18,0.0,0.0,0.0,0.0,0.1,0.058823529411764705,0.07839826897867533,0.016666666666666666
149063,hybrid,17,58,18,0.0,0.0,0.0,0.0,0.1,0.058823529411764705,0.07839826897867533,0.016666666666666666
151700,popularity,13,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151700,cooccurrence,13,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151700,hybrid,13,17,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153360,popularity,16,45,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153360,cooccurrence,16,45,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153360,hybrid,16,45,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153659,popularity,5,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153659,cooccurrence,5,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153659,hybrid,5,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156339,popularity,5,55,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156339,cooccurrence,5,55,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156339,hybrid,5,55,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156718,popularity,21,117,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156718,cooccurrence,21,117,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156718,hybrid,21,117,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156948,popularity,35,110,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156948,cooccurrence,35,110,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156948,hybrid,35,110,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157900,popularity,12,49,13,0.2,0.08333333333333333,0.21398626473452756,0.1,0.1,0.08333333333333333,0.13886244387355454,0.05
157900,cooccurrence,12,49,13,0.2,0.08333333333333333,0.3391602052736161,0.2,0.1,0.08333333333333333,0.22009176629808017,0.1
157900,hybrid,12,49,13,0.2,0.08333333333333333,0.3391602052736161,0.2,0.1,0.08333333333333333,0.22009176629808017,0.1
158413,popularity,9,25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158413,cooccurrence,9,25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158413,hybrid,9,25,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159306,popularity,1,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159306,cooccurrence,1,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159306,hybrid,1,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159601,popularity,5,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159601,cooccurrence,5,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159601,hybrid,5,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160547,popularity,6,33,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160547,cooccurrence,6,33,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160547,hybrid,6,33,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161033,popularity,3,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161033,cooccurrence,3,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161033,hybrid,3,14,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161110,popularity,4,89,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161110,cooccurrence,4,89,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161110,hybrid,4,89,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161174,popularity,9,40,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161174,cooccurrence,9,40,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161174,hybrid,9,40,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161817,popularity,8,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161817,cooccurrence,8,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161817,hybrid,8,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162090,popularity,11,63,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162090,cooccurrence,11,63,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162090,hybrid,11,63,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162364,popularity,9,66,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162364,cooccurrence,9,66,13,0.0,0.0,0.0,0.0,0.1,0.1111111111111111,0.07075576072108061,0.012345679012345678
162364,hybrid,9,66,13,0.0,0.0,0.0,0.0,0.1,0.1111111111111111,0.07075576072108061,0.012345679012345678
164094,popularity,25,102,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164094,cooccurrence,25,102,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164094,hybrid,25,102,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164155,popularity,21,27,9,0.0,0.0,0.0,0.0,0.2,0.09523809523809523,0.13305201013572898,0.0325
164155,cooccurrence,21,27,9,0.4,0.09523809523809523,0.34519134224686937,0.18,0.3,0.14285714285714285,0.30240383049385083,0.13999999999999999
164155,hybrid,21,27,9,0.4,0.09523809523809523,0.34519134224686937,0.18,0.3,0.14285714285714285,0.30240383049385083,0.13999999999999999
164431,popularity,6,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164431,cooccurrence,6,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164431,hybrid,6,15,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166027,popularity,1,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166027,cooccurrence,1,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166027,hybrid,1,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166065,popularity,27,168,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166065,cooccurrence,27,168,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166065,hybrid,27,168,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168003,popularity,6,53,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168003,cooccurrence,6,53,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168003,hybrid,6,53,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169465,popularity,17,65,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
